uuid,country,city,street,type,subtype,location.x,location.y,pubMillis,fecha_subida
dc9d2b2e-b456-448b-ad59-3fc2982f07aa,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.654709,-33.445074,1739793600000,2025-04-20T06:48:14.107233
e53ac6e1-5a18-49e7-ba18-23c437d87c7b,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.66094,-33.445985,1739793600000,2025-04-20T06:48:14.107233
b3b14979-01e0-4d1c-afaa-19e0154f3002,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.662062,-33.446268,1739793600000,2025-04-20T06:48:14.107233
26568170-b346-411d-9c51-28b6f8a026d8,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.666906,-33.447521,1739793600000,2025-04-20T06:48:14.107233
1793fcd4-c4c0-4848-a0bd-66d43e606b7b,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.666892,-33.447516,1739793600000,2025-04-20T06:48:14.107233
4735449d-c63e-4948-a4e5-8d089caf462a,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.666106,-33.447299,1739793600000,2025-04-20T06:48:14.107233
0862f0a3-0916-49eb-81d4-f169a93ec73a,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.664512,-33.446894,1739793600000,2025-04-20T06:48:14.107233
0f409bcd-aba5-4e40-833b-0d4c0c384d93,CI,Santiago,Almirante Latorre,POLICE,,-70.66473,-33.449238,1745129924000,2025-04-20T06:48:14.107233
866da90e-001c-4388-a3a3-08588f0695e3,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.66036,-33.445841,1739793600000,2025-04-20T06:48:14.107233
5f4f140d-91fb-4ac7-b126-fdb859a793a9,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.666773,-33.447482,1739793600000,2025-04-20T06:48:14.107233
9917e68d-a8bf-4659-b8ca-0bc8500bec7c,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.657977,-33.445903,1739793600000,2025-04-20T06:48:14.107233
82e29c40-2f95-40fb-a4d6-ffc0eccd97a9,CI,Santiago,Salvador Sanfuentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.675228,-33.451759,1739455739000,2025-04-20T06:48:14.107233
b94102f5-e4b8-4abc-8927-ceaf2bc45ade,CI,Santiago,República,HAZARD,HAZARD_ON_ROAD_POT_HOLE,-70.666554,-33.456879,1745130591000,2025-04-20T06:48:14.107233
7897a722-ee52-411b-9b95-96b667e5e2ab,CI,Recoleta,Pío Nono,CHIT_CHAT,,-70.635969,-33.432526,1745130054000,2025-04-20T06:48:14.107233
fbc084d9-b805-411e-bc3e-ada295d6722e,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.653556,-33.444777,1739793600000,2025-04-20T06:48:14.107233
92f2e0e9-d50d-48bd-b7c5-84d0bea3d82a,CI,Providencia,Merced,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.634662,-33.436627,1730322008000,2025-04-20T06:48:14.107233
aa073002-5e77-4079-aeb7-ae397c602a84,CI,Providencia,General Bustamante,POLICE,,-70.631128,-33.444999,1745128244000,2025-04-20T06:48:14.107233
2de761d0-6695-4a44-8707-69d0f73c9c36,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.661591,-33.446146,1739793600000,2025-04-20T06:48:14.107233
5aceda78-85df-4153-a982-c71d97b7a51c,CI,Providencia,Ramón Carnicer,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.634222,-33.437236,1742412954000,2025-04-20T06:48:14.107233
5e7ae77b-08b2-40dc-b9be-9f2f7c67da52,CI,Providencia,General Bustamante,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.632905,-33.437467,1743596471000,2025-04-20T06:48:14.107233
01621f3c-ec87-4965-8307-09025a8d0957,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.659491,-33.446253,1739793600000,2025-04-20T06:48:14.107233
917880ae-def5-4d56-8893-3ed0f837fab0,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.663172,-33.446554,1739793600000,2025-04-20T06:48:14.107233
23b59668-d444-474d-b7ed-6457a83c2c50,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.666276,-33.447342,1739793600000,2025-04-20T06:48:14.107233
ac98182b-da28-4ef2-9f37-047c47df5382,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.653433,-33.444747,1739793600000,2025-04-20T06:48:14.107233
5491432f-69a4-4d66-9b4e-a7fcf779cfac,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.663972,-33.446756,1739793600000,2025-04-20T06:48:14.107233
4e21b4e8-e5ee-4fed-80d0-c80c220a2015,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.659047,-33.446154,1739793600000,2025-04-20T06:48:14.107233
f43e62ca-6f67-44ca-870f-84bf140c222f,CI,Providencia,Av. Costanera Andrés Bello,CHIT_CHAT,,-70.634631,-33.436363,1745130361000,2025-04-20T06:48:14.107233
21120bdb-2235-43b1-91da-5dbd152f3d39,CI,Santiago,Santa Victoria,HAZARD,HAZARD_ON_ROAD_POT_HOLE,-70.641644,-33.448659,1745128245000,2025-04-20T06:48:14.107233
c753c03b-50a5-486e-8590-73d314a03bef,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.665139,-33.447054,1739793600000,2025-04-20T06:48:14.107233
01f89afb-6cd1-45c9-a835-834c600c739b,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.656143,-33.445445,1745123963000,2025-04-20T06:48:14.107233
dd990759-5ada-4d65-83fd-9318e296a4ff,CI,Santiago,,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.634416,-33.436674,1732648783000,2025-04-20T06:48:14.107233
f2609dd4-6997-47b3-8d14-3b467b320085,CI,Ñuñoa,Av. Grecia,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,-70.621393,-33.461027,1745130857000,2025-04-20T06:48:14.107233
00d7dd01-0731-4465-a12f-a1949d0ff25d,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.655981,-33.445406,1739793600000,2025-04-20T06:48:14.107233
e153ac2c-89fd-4dcc-b101-67deadc2907e,CI,Santiago,Av. Libertador Bernardo O'Higgins,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,-70.656615,-33.445563,1739793600000,2025-04-20T06:48:14.107233
ed25e94e-fe06-43f1-9c8c-df7b0dc10057,CI,Peñalolén,Av. Los Presidentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.57696,-33.480498,1742413759000,2025-04-20T06:48:16.830305
9adb2205-00d9-405d-8001-26cecfadbcd9,CI,Peñalolén,Av. Los Presidentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.576461,-33.480651,1742413760000,2025-04-20T06:48:16.830305
e8b1c122-8e9b-432a-a622-392415786b7f,CI,Peñalolén,Av. Los Presidentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.57696,-33.480498,1742413760000,2025-04-20T06:48:16.830305
1d4cc53a-68e0-4062-9a7e-abda3602a96f,CI,Peñalolén,Av. Los Presidentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.578046,-33.480411,1742413760000,2025-04-20T06:48:16.830305
f2609dd4-6997-47b3-8d14-3b467b320085,CI,Ñuñoa,Av. Grecia,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,-70.621393,-33.461027,1745130857000,2025-04-20T06:48:16.830305
92910fbf-8d84-441e-a831-ef46c616c9b6,CI,Peñalolén,Av. Los Presidentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.57564,-33.480904,1742413760000,2025-04-20T06:48:16.830305
9e3eaed4-73a1-413e-8da9-0289247c3fbe,CI,Peñalolén,Av. Los Presidentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.57564,-33.480904,1742413760000,2025-04-20T06:48:16.830305
24c202a4-08da-4b0c-8723-0ec1c5b1ed5a,CI,Ñuñoa,Humberto Trucco,ROAD_CLOSED,,-70.594123,-33.45534,1745128048000,2025-04-20T06:48:16.830305
961ab7c0-7fcf-4609-9e23-26c99d641307,CI,Peñalolén,Av. Los Presidentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.57854,-33.480716,1742413759000,2025-04-20T06:48:16.830305
43656c59-6a43-466b-ad4b-bed25850a1f0,CI,Peñalolén,Av. Los Presidentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.577385,-33.480361,1742413759000,2025-04-20T06:48:16.830305
bc111b95-e5ea-46b0-95ff-66e5f3485ba0,CI,Peñalolén,Av. Los Presidentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.574127,-33.481355,1742413760000,2025-04-20T06:48:16.830305
2d164091-dbef-46e5-a5ef-040b86f153ed,CI,Peñalolén,Av. Los Presidentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.576461,-33.480651,1742413760000,2025-04-20T06:48:16.830305
b0024457-043b-4629-817a-990497f44341,CI,Ñuñoa,Exequiel Figueroa,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.573615,-33.461725,1728942700000,2025-04-20T06:48:16.830305
dd990759-5ada-4d65-83fd-9318e296a4ff,CI,Santiago,,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.634416,-33.436674,1732648783000,2025-04-20T06:48:19.593124
7897a722-ee52-411b-9b95-96b667e5e2ab,CI,Recoleta,Pío Nono,CHIT_CHAT,,-70.635969,-33.432526,1745130054000,2025-04-20T06:48:19.593124
e517aed3-ff51-4144-bb97-7b07f907a2a1,CI,Providencia,Bellavista,HAZARD,HAZARD_ON_ROAD,-70.623367,-33.42486,1745131343000,2025-04-20T06:48:19.593124
92f2e0e9-d50d-48bd-b7c5-84d0bea3d82a,CI,Providencia,Merced,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.634662,-33.436627,1730322008000,2025-04-20T06:48:19.593124
aa073002-5e77-4079-aeb7-ae397c602a84,CI,Providencia,General Bustamante,POLICE,,-70.631128,-33.444999,1745128244000,2025-04-20T06:48:19.593124
f43e62ca-6f67-44ca-870f-84bf140c222f,CI,Providencia,Av. Costanera Andrés Bello,CHIT_CHAT,,-70.634631,-33.436363,1745130361000,2025-04-20T06:48:19.593124
5aceda78-85df-4153-a982-c71d97b7a51c,CI,Providencia,Ramón Carnicer,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.634222,-33.437236,1742412954000,2025-04-20T06:48:19.593124
5e7ae77b-08b2-40dc-b9be-9f2f7c67da52,CI,Providencia,General Bustamante,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.632905,-33.437467,1743596471000,2025-04-20T06:48:19.593124
c38a9da0-7f98-4c63-a414-cda68d2572f4,CI,Providencia,Av. Vitacura > Oriente,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.604637,-33.417704,1739474743000,2025-04-20T06:48:19.593124
576f27f7-e9e2-49e3-a476-2db11a8ce71f,CI,Peñalolén,Av. Grecia,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,-70.554436,-33.473498,1745130920000,2025-04-20T06:48:27.783216
576f27f7-e9e2-49e3-a476-2db11a8ce71f,CI,Peñalolén,Av. Grecia,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,-70.554436,-33.473498,1745130920000,2025-04-20T06:48:30.533985
fabe621b-2f12-4b0a-be58-341f82d152e8,CI,La Florida,Av. Walker Martínez,POLICE,,-70.570395,-33.522401,1745131072000,2025-04-20T06:48:38.215557
d9401fa3-7e2a-4aaa-bc39-ff83018a1ee5,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748344,-33.471714,1743690902000,2025-04-20T06:48:44.216092
ae39c231-8aae-4e1b-b020-3864aeb1b354,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748302,-33.471447,1743690902000,2025-04-20T06:48:44.216092
f29216ec-7dad-46d0-a021-53847e7da331,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748857,-33.474695,1744948800000,2025-04-20T06:48:44.216092
a882fc55-8ef8-493e-bb64-1c4be7a1102d,CI,Padre Hurtado,Av. Santa Leonor,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.807189,-33.562795,1731611199000,2025-04-20T06:48:44.216092
a394270e-086c-453a-a09c-8823f93a9b47,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748132,-33.470415,1743690902000,2025-04-20T06:48:44.216092
e3ab8ea1-6f0d-457a-aa40-2b4d62427825,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748215,-33.470943,1743690902000,2025-04-20T06:48:44.216092
f081ac39-97ff-4a30-9984-8bc095f80507,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748952,-33.47558,1744948800000,2025-04-20T06:48:44.216092
de6f80da-0af9-4f63-a84d-dcc5d49d4576,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748637,-33.473295,1743690902000,2025-04-20T06:48:44.216092
d26f5d7a-5746-4cf2-b23d-c3c30d9d8434,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748682,-33.473567,1743690902000,2025-04-20T06:48:44.216092
075628de-9e69-4e58-b9f2-d1cfbd2334e5,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748263,-33.471202,1743690902000,2025-04-20T06:48:44.216092
d25b0188-b144-4a57-87e4-749207ea1183,CI,,Salida > El Rosal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.763336,-33.492763,1735822083000,2025-04-20T06:48:44.216092
567f6dc8-a89d-499a-b5bb-f594be5c4e20,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748545,-33.472782,1743690902000,2025-04-20T06:48:44.216092
08ebc5de-6a3c-4e90-89df-734a8f57ef3a,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748263,-33.471202,1743690902000,2025-04-20T06:48:44.216092
afc70ae7-e6d3-49b3-9a4f-4865b9593dd2,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748545,-33.472782,1743690902000,2025-04-20T06:48:44.216092
df549129-d889-4673-bab6-519896ca6203,CI,Maipú,Aves del Paraíso,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748344,-33.471714,1744949116000,2025-04-20T06:48:44.216092
dffadf98-4e33-44e7-a582-c2aae430e101,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748132,-33.470415,1743690902000,2025-04-20T06:48:44.216092
aed05f1a-2737-4651-8948-15d891f13140,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748497,-33.472527,1743690902000,2025-04-20T06:48:44.216092
8c44fa55-6de8-4ef1-91c6-b02be9b6e137,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748497,-33.472527,1743690902000,2025-04-20T06:48:44.216092
156e46ad-15cb-42c2-ab18-172ec736f443,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.756185,-33.474177,1743596805000,2025-04-20T06:48:44.216092
78c6ebc3-99c8-4c7b-9c00-1192b764157e,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748337,-33.474734,1744948780000,2025-04-20T06:48:44.216092
c595d11c-9bbf-4f2b-a7be-06da1bc051d7,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748721,-33.473797,1743690902000,2025-04-20T06:48:44.216092
1be4d1dd-08af-489e-9c04-7223cba0cdf5,CI,Maipú,Av. Pajaritos,CHIT_CHAT,,-70.757468,-33.494656,1745131691000,2025-04-20T06:48:44.216092
680ddf60-ec4b-403d-8640-163d9c490b81,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748857,-33.474695,1744948780000,2025-04-20T06:48:44.216092
a0613819-6f13-4b62-9898-d6ca7c690857,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.756898,-33.474138,1743596805000,2025-04-20T06:48:44.216092
e812acd5-9869-4d2e-b158-469c1420ae77,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.747926,-33.474756,1744948941000,2025-04-20T06:48:44.216092
15ca7237-e5a8-4f31-ace8-ae5bb4c01ef0,CI,Maipú,Av. Pajaritos,POLICE,,-70.757387,-33.494279,1745131100000,2025-04-20T06:48:44.216092
01fd7649-f66a-401d-b719-c0a6d2826da6,CI,Maipú,Aves del Paraíso,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748344,-33.471714,1744949126000,2025-04-20T06:48:44.216092
65150e72-11c1-47fb-af9a-ed561eec206e,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748114,-33.470274,1743690902000,2025-04-20T06:48:44.216092
e868592c-1c40-4382-97ec-e0cec7bc1adb,CI,Maipú,Av. Pajaritos,POLICE,,-70.7574,-33.518058,1745131388000,2025-04-20T06:48:44.216092
c565540a-40e0-4c4f-bc20-4d4275d8f9ae,CI,,Ruta 78,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,-70.795578,-33.499817,1745131670000,2025-04-20T06:48:44.216092
8f90b9a0-01fe-4e92-98c7-62a297cf5f44,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748767,-33.474075,1743690902000,2025-04-20T06:48:44.216092
e97fbafe-ae20-4de2-9367-94f0016206b3,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748767,-33.474075,1743690902000,2025-04-20T06:48:44.216092
56befa7d-dae7-4fed-b8bf-704272bbaf2a,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.747296,-33.474809,1744948913000,2025-04-20T06:48:44.216092
61991fb7-5768-42b7-adf8-54da440c57a8,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748637,-33.473295,1743690902000,2025-04-20T06:48:44.216092
c5eea404-2344-4aa8-aef0-c6699a461625,CI,Maipú,Av. Pajaritos,POLICE,,-70.757481,-33.502643,1745131223000,2025-04-20T06:48:44.216092
02522165-ca2b-4326-8120-a6bdc07dab5e,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748596,-33.473052,1743690902000,2025-04-20T06:48:44.216092
20f2168f-c6ef-494d-a904-aaac2feb6fe0,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748857,-33.474695,1744949097000,2025-04-20T06:48:44.216092
9cea8ca6-899e-4f15-ac09-dcfc185c0405,CI,Padre Hurtado,Av. Santa Leonor,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.809294,-33.560919,1731611199000,2025-04-20T06:48:44.216092
9d2164aa-1f27-4ace-a659-349ddf6be8fe,CI,Maipú,Av. Pajaritos,POLICE,,-70.757452,-33.510554,1745131305000,2025-04-20T06:48:44.216092
ba490a36-03a5-4bb2-bc56-395469021f5c,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748857,-33.474695,1744948780000,2025-04-20T06:48:44.216092
c5d86f1e-a7d8-4dac-89b9-cd5129d0c9bb,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748401,-33.472017,1743690902000,2025-04-20T06:48:44.216092
af9db5c8-458f-480a-a24d-41d4e080ca0a,CI,Maipú,Av. Sur,POLICE,,-70.768873,-33.521265,1745131556000,2025-04-20T06:48:44.216092
e650648f-4546-491f-8486-f11cbe72b63c,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748721,-33.473797,1743690902000,2025-04-20T06:48:44.216092
b82aef81-5f57-493f-bf35-56957ab2157d,CI,Maipú,Av. Pajaritos,CHIT_CHAT,,-70.752064,-33.488797,1745131598000,2025-04-20T06:48:44.216092
7e12b23d-8b01-4edf-96a9-97bdb07faa4f,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748401,-33.472017,1743690902000,2025-04-20T06:48:44.216092
8358ca04-0f56-4c87-b4cd-e38acb3a444c,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748596,-33.473052,1743690902000,2025-04-20T06:48:44.216092
31763f94-b731-4476-b311-dadb0b51210f,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.749505,-33.479202,1744948847000,2025-04-20T06:48:44.216092
b611618d-6ffd-4536-92e0-a1e8d7f93e7f,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748812,-33.474342,1743690902000,2025-04-20T06:48:44.216092
16ad1a83-1628-44a8-8965-4d6fecfadd80,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748302,-33.471447,1743690902000,2025-04-20T06:48:44.216092
e58601a2-4f08-440b-aee2-b97d04e30ba4,CI,Maipú,Aves del Paraíso,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.747,-33.471834,1744949126000,2025-04-20T06:48:44.216092
8219fa49-8e1e-4cd7-851a-39db838283df,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.750514,-33.474552,1744948780000,2025-04-20T06:48:44.216092
986cad61-db41-46f9-abce-cf6ab3df1a78,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748344,-33.471714,1743690902000,2025-04-20T06:48:44.216092
137aeae8-faa2-4570-9aa1-fd4ba7466e22,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748215,-33.470943,1743690902000,2025-04-20T06:48:44.216092
d4f72bd5-2a04-47a5-ab12-8ccc35ed25f0,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748682,-33.473567,1743690902000,2025-04-20T06:48:44.216092
ed1d8e52-48b7-4e8d-b148-9145f7683f29,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.74845,-33.472275,1743690902000,2025-04-20T06:48:44.216092
bf8f2e8b-a140-4060-aec1-af59aa5aa6d4,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.758188,-33.474319,1743596805000,2025-04-20T06:48:44.216092
f19edb99-b4b1-487e-88ab-6ad0c4fb4374,CI,Maipú,Av. Pajaritos,POLICE,,-70.757446,-33.510298,1745131325000,2025-04-20T06:48:44.216092
edce487b-c3f3-4b50-8e14-88228742383f,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.74845,-33.472275,1743690902000,2025-04-20T06:48:44.216092
3ca3710c-5962-4060-a684-bc0d4f5c065c,CI,Maipú,Av. Pajaritos,POLICE,,-70.757498,-33.494889,1745131106000,2025-04-20T06:48:44.216092
730e9cbc-dc8e-441c-98a1-c50b88b5eef2,CI,Maipú,Aves del Paraíso,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.750208,-33.471579,1744949116000,2025-04-20T06:48:44.216092
c41e890b-6810-434a-8894-42a8a58185e4,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.749383,-33.478863,1744948884000,2025-04-20T06:48:44.216092
ca7e2d5e-4c85-45b1-82c9-540c360f27e3,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.756898,-33.474138,1743596805000,2025-04-20T06:48:44.216092
8fda9c96-455d-4ec6-86db-319a53a71a22,CI,Maipú,La Vendimia,POLICE,,-70.770249,-33.523062,1745131669000,2025-04-20T06:48:44.216092
c0bfd11d-30fb-477a-a009-c13a71c288a0,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748812,-33.474342,1744949097000,2025-04-20T06:48:44.216092
6df4ed72-791f-4c40-81e0-316b15913e42,CI,Maipú,Av. Hugo Bravo,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.74751,-33.474791,1744948941000,2025-04-20T06:48:44.216092
68f9313b-a76c-4d3a-8034-260e7cacb6d5,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748175,-33.470679,1743690902000,2025-04-20T06:48:44.216092
c38b8748-5a1d-4c9d-9d9b-5dcd9089afbf,CI,Maipú,Longitudinal,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.748175,-33.470679,1743690902000,2025-04-20T06:48:44.216092
82e29c40-2f95-40fb-a4d6-ffc0eccd97a9,CI,Santiago,Salvador Sanfuentes,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.675228,-33.451759,1739455739000,2025-04-20T06:48:49.387452
12af0b54-d7d3-4020-9906-067ff9c70d88,CI,Lo Prado,Isla Decepción,CHIT_CHAT,,-70.713032,-33.452848,1745130715000,2025-04-20T06:48:49.387452
7a0b39b0-e473-4745-9956-13026ff9537a,CI,Estación Central,Av. Padre Alberto Hurtado,POLICE,,-70.69053,-33.453989,1745131566000,2025-04-20T06:48:49.387452
b94102f5-e4b8-4abc-8927-ceaf2bc45ade,CI,Santiago,República,HAZARD,HAZARD_ON_ROAD_POT_HOLE,-70.666554,-33.456879,1745130591000,2025-04-20T06:48:49.387452
6420f91f-9309-4d99-954d-8ae31dea5ddd,CI,Estación Central,Av. Ecuador,HAZARD,HAZARD_ON_ROAD_POT_HOLE,-70.70408,-33.45532,1745129351000,2025-04-20T06:48:49.387452
7e50dcee-51bb-41c9-beca-168518af731a,CI,Cerro Navia,Vicuña Rozas,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.727491,-33.432637,1737348297000,2025-04-20T06:48:52.109443
6ea0d056-b0c4-4527-a665-7118ef812fc3,CI,Cerro Navia,Vicuña Rozas,ROAD_CLOSED,ROAD_CLOSED_EVENT,-70.72102,-33.434109,1737348297000,2025-04-20T06:48:52.109443
