uuid,severity,country,length,speed,city,street,type,line.0.x,line.0.y,pubMillis,fecha_subida
1158397886,5,CI,406,2.5944444444444446,Santiago,Chacabuco,NONE,-70.679038,-33.437326,1745131529180,2025-04-20T06:48:14.107233
1158445370,5,CI,333,1.5416666666666667,Santiago,Claudio Gay,NONE,-70.668778,-33.45599,1745131601083,2025-04-20T06:48:14.107233
1158426582,5,CI,701,3.036111111111111,Santiago,Rafael Sotomayor,NONE,-70.673962,-33.433362,1745131600956,2025-04-20T06:48:14.107233
1158283202,5,CI,270,2.0416666666666665,Santiago,Vergara,NONE,-70.661449,-33.45336,1745131385534,2025-04-20T06:48:14.107233
140856638,5,CI,131,0,Santiago,Salvador Sanfuentes,NONE,-70.675228,-33.451757,1744745456871,2025-04-20T06:48:14.107233
1316626310,5,CI,54,0,Providencia,General Bustamante,NONE,-70.632905,-33.437466,1744098950611,2025-04-20T06:48:14.107233
1158095066,5,CI,326,1.9972222222222222,Santiago,Salvador Sanfuentes,NONE,-70.673381,-33.45132,1745131021477,2025-04-20T06:48:14.107233
1781290818,5,CI,23,0,Providencia,,NONE,-70.634416,-33.436673,1736849765253,2025-04-20T06:48:14.107233
154662264,5,CI,90,0,Providencia,Ramón Carnicer,NONE,-70.634222,-33.437236,1742413081480,2025-04-20T06:48:14.107233
1316572374,5,CI,62,0,Providencia,Merced,NONE,-70.634662,-33.436627,1744098951913,2025-04-20T06:48:14.107233
1146642568,5,CI,58,0,Peñalolén,Av. Los Presidentes,NONE,-70.57854,-33.480716,1745111799463,2025-04-20T06:48:16.830305
1146634600,5,CI,81,0,Peñalolén,Av. Los Presidentes,NONE,-70.576461,-33.480651,1745111799370,2025-04-20T06:48:16.830305
1146642444,5,CI,42,0,Peñalolén,Av. Los Presidentes,NONE,-70.577385,-33.480361,1745111798089,2025-04-20T06:48:16.830305
155848206,5,CI,42,0,Peñalolén,Av. Los Presidentes,NONE,-70.57696,-33.480497,1742413906850,2025-04-20T06:48:16.830305
1146585042,5,CI,62,0,Peñalolén,Av. Los Presidentes,NONE,-70.578046,-33.48041,1745111799512,2025-04-20T06:48:16.830305
229123902,5,CI,81,0,Peñalolén,Av. Los Presidentes,NONE,-70.57564,-33.480904,1744799145847,2025-04-20T06:48:16.830305
717197720,5,CI,149,0,Peñalolén,Av. Los Presidentes,NONE,-70.57564,-33.480904,1744890217956,2025-04-20T06:48:16.830305
115118500,5,CI,40,0,Ñuñoa,Exequiel Figueroa,NONE,-70.573615,-33.461725,1743604695907,2025-04-20T06:48:16.830305
155906546,5,CI,49,0,Peñalolén,Av. Los Presidentes,NONE,-70.576461,-33.480651,1742413907800,2025-04-20T06:48:16.830305
1316747104,5,CI,149,0,Peñalolén,Av. Los Presidentes,NONE,-70.574127,-33.481355,1744099015374,2025-04-20T06:48:16.830305
1158279474,5,CI,207,1.5555555555555556,Ñuñoa,Capitán Orella,NONE,-70.604899,-33.45272,1745131385799,2025-04-20T06:48:16.830305
1156751644,5,CI,165,0,Ñuñoa,Humberto Trucco,NONE,-70.594123,-33.45534,1745128235945,2025-04-20T06:48:16.830305
1146596232,5,CI,49,0,Peñalolén,Av. Los Presidentes,NONE,-70.57696,-33.480497,1745111798677,2025-04-20T06:48:16.830305
98371774,5,CI,56,0,Providencia,Av. Vitacura > Oriente,NONE,-70.604637,-33.417704,1743487183434,2025-04-20T06:48:19.593124
1158470486,5,CI,171,0.9444444444444444,Providencia,Av. Francisco Bilbao,NONE,-70.613755,-33.439012,1745131673562,2025-04-20T06:48:19.593124
1316626310,5,CI,54,0,Providencia,General Bustamante,NONE,-70.632905,-33.437466,1744098950611,2025-04-20T06:48:19.593124
1781290818,5,CI,23,0,Providencia,,NONE,-70.634416,-33.436673,1736849765253,2025-04-20T06:48:19.593124
1158357332,5,CI,2066,10.919444444444444,Las Condes,Autopista Vespucio Oriente,NONE,-70.583777,-33.416097,1745131457287,2025-04-20T06:48:19.593124
154662264,5,CI,90,0,Providencia,Ramón Carnicer,NONE,-70.634222,-33.437236,1742413081480,2025-04-20T06:48:19.593124
1316572374,5,CI,62,0,Providencia,Merced,NONE,-70.634662,-33.436627,1744098951913,2025-04-20T06:48:19.593124
1158445392,5,CI,367,1.7361111111111112,Las Condes,Flor de Azucena,NONE,-70.574343,-33.407224,1745131601123,2025-04-20T06:48:22.248115
1158255334,5,CI,643,3.5722222222222224,Vitacura,Av. San Josemaría Escrivá de Balaguer,NONE,-70.556523,-33.377014,1745131312306,2025-04-20T06:48:22.248115
1158255334,5,CI,643,3.5722222222222224,Vitacura,Av. San Josemaría Escrivá de Balaguer,NONE,-70.556523,-33.377014,1745131312306,2025-04-20T06:48:25.115592
1158443504,5,CI,640,3.6333333333333333,La Florida,Nueva María Angélica,NONE,-70.528348,-33.50998,1745131673772,2025-04-20T06:48:30.533985
1158474016,5,CI,258,0.41388888888888886,Macul,Víctor Domingo Silva,NONE,-70.593923,-33.492814,1745131673649,2025-04-20T06:48:33.119297
1158447304,5,CI,864,3.966666666666667,San Miguel,Santa Ester,NONE,-70.643608,-33.497461,1745131673765,2025-04-20T06:48:35.670277
1158152258,5,CI,217,1.1277777777777778,San Joaquín,Martín Henríquez,NONE,-70.632902,-33.495716,1745131167127,2025-04-20T06:48:35.670277
1158443504,5,CI,640,3.6333333333333333,La Florida,Nueva María Angélica,NONE,-70.528348,-33.50998,1745131673772,2025-04-20T06:48:38.215557
1158316380,5,CI,327,1.7138888888888888,La Florida,Manutara,NONE,-70.5921,-33.554896,1745131457321,2025-04-20T06:48:40.883514
573619506,5,CI,16,0,Maipú,Longitudinal,NONE,-70.748114,-33.470274,1743691025402,2025-04-20T06:48:44.216092
573623476,5,CI,26,0,Maipú,Longitudinal,NONE,-70.748682,-33.473567,1743691023604,2025-04-20T06:48:44.216092
620640248,5,CI,20,0,Maipú,Av. Hugo Bravo,NONE,-70.747296,-33.474809,1744949034507,2025-04-20T06:48:44.216092
620652022,5,CI,59,0,Maipú,Longitudinal,NONE,-70.749383,-33.478862,1744949034464,2025-04-20T06:48:44.216092
1158374658,5,CI,340,1.5055555555555555,Maipú,La Ópera,NONE,-70.752653,-33.485959,1745131528795,2025-04-20T06:48:44.216092
573634876,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748132,-33.470415,1743691023339,2025-04-20T06:48:44.216092
573669950,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748637,-33.473295,1743691023681,2025-04-20T06:48:44.216092
620618348,5,CI,155,0,Maipú,Av. Hugo Bravo,NONE,-70.748857,-33.474694,1744948959035,2025-04-20T06:48:44.216092
1282821858,5,CI,196,0,Padre Hurtado,Av. Santa Leonor,NONE,-70.807189,-33.562795,1740564351709,2025-04-20T06:48:44.216092
573568570,5,CI,31,0,Maipú,Longitudinal,NONE,-70.748721,-33.473796,1743691023215,2025-04-20T06:48:44.216092
121738196,5,CI,286,0,Padre Hurtado,Av. Santa Leonor,NONE,-70.809294,-33.560919,1733824574690,2025-04-20T06:48:44.216092
573685670,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748545,-33.472782,1743691023611,2025-04-20T06:48:44.216092
620629990,5,CI,99,0,Maipú,Longitudinal,NONE,-70.748952,-33.47558,1744948959362,2025-04-20T06:48:44.216092
573623440,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748263,-33.471201,1743691023199,2025-04-20T06:48:44.216092
573560586,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748545,-33.472782,1743691023676,2025-04-20T06:48:44.216092
620594902,5,CI,49,0,Maipú,Av. Hugo Bravo,NONE,-70.748857,-33.474694,1744948958297,2025-04-20T06:48:44.216092
620616918,5,CI,39,0,Maipú,Longitudinal,NONE,-70.749505,-33.479202,1744949034505,2025-04-20T06:48:44.216092
620557650,5,CI,155,0,Maipú,Av. Hugo Bravo,NONE,-70.750514,-33.474552,1744948959395,2025-04-20T06:48:44.216092
573638942,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748215,-33.470943,1743691023334,2025-04-20T06:48:44.216092
573580674,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748812,-33.474342,1743691023694,2025-04-20T06:48:44.216092
620703304,5,CI,38,0,Maipú,Av. Hugo Bravo,NONE,-70.747926,-33.474756,1744949109035,2025-04-20T06:48:44.216092
620703302,5,CI,39,0,Maipú,Av. Hugo Bravo,NONE,-70.74751,-33.474791,1744949109029,2025-04-20T06:48:44.216092
87640962,5,CI,128,0,Maipú,Av. Hugo Bravo,NONE,-70.758188,-33.474319,1743596953377,2025-04-20T06:48:44.216092
87717894,5,CI,66,0,Maipú,Av. Hugo Bravo,NONE,-70.756898,-33.474138,1743596952571,2025-04-20T06:48:44.216092
620837822,5,CI,39,0,Maipú,Longitudinal,NONE,-70.748812,-33.474342,1744949260696,2025-04-20T06:48:44.216092
573580656,5,CI,31,0,Maipú,Longitudinal,NONE,-70.748767,-33.474075,1743691023604,2025-04-20T06:48:44.216092
1158273480,5,CI,278,1.5138888888888888,Cerrillos,14 de Octubre,NONE,-70.723268,-33.500739,1745131312541,2025-04-20T06:48:44.216092
573580668,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748767,-33.474075,1743691023688,2025-04-20T06:48:44.216092
1316576182,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748215,-33.470943,1744098950882,2025-04-20T06:48:44.216092
573704938,5,CI,29,0,Maipú,Longitudinal,NONE,-70.74845,-33.472275,1743691023641,2025-04-20T06:48:44.216092
620765146,5,CI,174,0,Maipú,Aves del Paraíso,NONE,-70.750208,-33.471579,1744949259688,2025-04-20T06:48:44.216092
573919470,5,CI,27,0,Maipú,Longitudinal,NONE,-70.748302,-33.471446,1743691103065,2025-04-20T06:48:44.216092
573880552,5,CI,26,0,Maipú,Longitudinal,NONE,-70.748721,-33.473796,1743691103074,2025-04-20T06:48:44.216092
573584620,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748175,-33.470678,1743691023343,2025-04-20T06:48:44.216092
573704942,5,CI,28,0,Maipú,Longitudinal,NONE,-70.748497,-33.472527,1743691023643,2025-04-20T06:48:44.216092
573568626,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748401,-33.472017,1743691023637,2025-04-20T06:48:44.216092
573704940,5,CI,28,0,Maipú,Longitudinal,NONE,-70.74845,-33.472275,1743691023642,2025-04-20T06:48:44.216092
573584622,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748175,-33.470678,1743691023343,2025-04-20T06:48:44.216092
620606626,5,CI,99,0,Maipú,Longitudinal,NONE,-70.748857,-33.474694,1744948958816,2025-04-20T06:48:44.216092
573580624,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748302,-33.471446,1743691023428,2025-04-20T06:48:44.216092
573938900,5,CI,16,0,Maipú,Longitudinal,NONE,-70.748132,-33.470415,1743691103027,2025-04-20T06:48:44.216092
573662290,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748344,-33.471714,1743691025538,2025-04-20T06:48:44.216092
620800740,5,CI,126,0,Maipú,Aves del Paraíso,NONE,-70.747,-33.471834,1744949259624,2025-04-20T06:48:44.216092
573662292,5,CI,34,0,Maipú,Longitudinal,NONE,-70.748344,-33.471714,1743691025540,2025-04-20T06:48:44.216092
573701078,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748497,-33.472527,1743691023649,2025-04-20T06:48:44.216092
573658330,5,CI,34,0,Maipú,Longitudinal,NONE,-70.748401,-33.472017,1743691023156,2025-04-20T06:48:44.216092
573669952,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748596,-33.473052,1743691023686,2025-04-20T06:48:44.216092
573646786,5,CI,27,0,Maipú,Longitudinal,NONE,-70.748263,-33.471201,1743691023199,2025-04-20T06:48:44.216092
620833780,5,CI,174,0,Maipú,Aves del Paraíso,NONE,-70.748344,-33.471714,1744949260700,2025-04-20T06:48:44.216092
573669956,5,CI,27,0,Maipú,Longitudinal,NONE,-70.748596,-33.473052,1743691023686,2025-04-20T06:48:44.216092
573669958,5,CI,27,0,Maipú,Longitudinal,NONE,-70.748637,-33.473295,1743691023686,2025-04-20T06:48:44.216092
620584198,5,CI,49,0,Maipú,Av. Hugo Bravo,NONE,-70.748337,-33.474733,1744948958930,2025-04-20T06:48:44.216092
573638986,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748682,-33.473567,1743691023687,2025-04-20T06:48:44.216092
1159460704,5,CI,182,0,Maipú,Salida > El Rosal,NONE,-70.763336,-33.492762,1742885264031,2025-04-20T06:48:44.216092
620815998,5,CI,126,0,Maipú,Aves del Paraíso,NONE,-70.748344,-33.471714,1744949260701,2025-04-20T06:48:44.216092
620765182,5,CI,39,0,Maipú,Longitudinal,NONE,-70.748857,-33.474694,1744949260349,2025-04-20T06:48:44.216092
87716548,5,CI,66,0,Maipú,Av. Hugo Bravo,NONE,-70.756185,-33.474176,1744553001762,2025-04-20T06:48:44.216092
87675718,5,CI,128,0,Maipú,Av. Hugo Bravo,NONE,-70.756898,-33.474138,1743596953040,2025-04-20T06:48:44.216092
1158273480,5,CI,278,1.5138888888888888,Cerrillos,14 de Octubre,NONE,-70.723268,-33.500739,1745131312541,2025-04-20T06:48:46.825540
1158390762,5,CI,594,3.3333333333333335,Estación Central,Av. 5 de Abril lateral,NONE,-70.696041,-33.460667,1745131529356,2025-04-20T06:48:49.387452
1158445370,5,CI,333,1.5416666666666667,Santiago,Claudio Gay,NONE,-70.668778,-33.45599,1745131601083,2025-04-20T06:48:49.387452
1158283202,5,CI,270,2.0416666666666665,Santiago,Vergara,NONE,-70.661449,-33.45336,1745131385534,2025-04-20T06:48:49.387452
140856638,5,CI,131,0,Santiago,Salvador Sanfuentes,NONE,-70.675228,-33.451757,1744745456871,2025-04-20T06:48:49.387452
1158095066,5,CI,326,1.9972222222222222,Santiago,Salvador Sanfuentes,NONE,-70.673381,-33.45132,1745131021477,2025-04-20T06:48:49.387452
1158056294,5,CI,181,1.3972222222222221,Quinta Normal,Lorenzo Eiting,NONE,-70.717659,-33.428189,1745131021693,2025-04-20T06:48:52.109443
52582146,5,CI,153,0,Cerro Navia,Vicuña Rozas,NONE,-70.725365,-33.433054,1743584671194,2025-04-20T06:48:52.109443
1158390762,5,CI,594,3.3333333333333335,Estación Central,Av. 5 de Abril lateral,NONE,-70.696041,-33.460667,1745131529356,2025-04-20T06:48:52.109443
1205079286,5,CI,58,0,Cerro Navia,Vicuña Rozas,NONE,-70.728094,-33.432519,1744166300113,2025-04-20T06:48:52.109443
1205052624,5,CI,58,0,Cerro Navia,Vicuña Rozas,NONE,-70.727491,-33.432637,1744166300068,2025-04-20T06:48:52.109443
30203338,5,CI,54,0,Cerro Navia,Vicuña Rozas,NONE,-70.723054,-33.433525,1744490561168,2025-04-20T06:48:52.109443
1159810604,5,CI,69,0,Cerro Navia,Vicuña Rozas,NONE,-70.721805,-33.433864,1742885394318,2025-04-20T06:48:52.109443
1158316388,5,CI,183,0.9027777777777778,Quinta Normal,Janequeo,NONE,-70.717877,-33.42909,1745131457553,2025-04-20T06:48:52.109443
1224250422,5,CI,50,0,Cerro Navia,Vicuña Rozas,NONE,-70.726965,-33.432738,1743043128208,2025-04-20T06:48:52.109443
123850066,5,CI,78,0,Cerro Navia,Vicuña Rozas,NONE,-70.72102,-33.434109,1744589456257,2025-04-20T06:48:52.109443
229320600,5,CI,78,0,Cerro Navia,Vicuña Rozas,NONE,-70.721805,-33.433864,1744799214806,2025-04-20T06:48:52.109443
579876196,5,CI,69,0,Cerro Navia,Vicuña Rozas,NONE,-70.722512,-33.43366,1737348423192,2025-04-20T06:48:52.109443
198554048,5,CI,167,0,Cerro Navia,Vicuña Rozas,NONE,-70.725365,-33.433054,1743647653312,2025-04-20T06:48:52.109443
25213560,5,CI,53,0,Cerro Navia,Vicuña Rozas,NONE,-70.723054,-33.433525,1741074307930,2025-04-20T06:48:52.109443
52586232,5,CI,167,0,Cerro Navia,Vicuña Rozas,NONE,-70.723618,-33.433401,1742372674163,2025-04-20T06:48:52.109443
1205063688,5,CI,50,0,Cerro Navia,Vicuña Rozas,NONE,-70.727491,-33.432637,1744166300438,2025-04-20T06:48:52.109443
1683603106,5,CI,54,0,Cerro Navia,Vicuña Rozas,NONE,-70.723618,-33.433401,1743132478953,2025-04-20T06:48:52.109443
114964934,5,CI,53,0,Cerro Navia,Vicuña Rozas,NONE,-70.722512,-33.43366,1743491997900,2025-04-20T06:48:52.109443
256456470,5,CI,153,0,Cerro Navia,Vicuña Rozas,NONE,-70.726965,-33.432738,1739932710122,2025-04-20T06:48:52.109443
1074367240,5,CI,55,0,Renca,Vicuña Mackenna,NONE,-70.745639,-33.406205,1737644649234,2025-04-20T06:48:55.769892
573619506,5,CI,16,0,Maipú,Longitudinal,NONE,-70.748114,-33.470274,1743691025402,2025-04-20T06:48:55.769892
1205052624,5,CI,58,0,Cerro Navia,Vicuña Rozas,NONE,-70.727491,-33.432637,1744166300068,2025-04-20T06:48:55.769892
30203338,5,CI,54,0,Cerro Navia,Vicuña Rozas,NONE,-70.723054,-33.433525,1744490561168,2025-04-20T06:48:55.769892
620640248,5,CI,20,0,Maipú,Av. Hugo Bravo,NONE,-70.747296,-33.474809,1744949034507,2025-04-20T06:48:55.769892
620652022,5,CI,59,0,Maipú,Longitudinal,NONE,-70.749383,-33.478862,1744949034464,2025-04-20T06:48:55.769892
1158374658,5,CI,340,1.5055555555555555,Maipú,La Ópera,NONE,-70.752653,-33.485959,1745131528795,2025-04-20T06:48:55.769892
573634876,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748132,-33.470415,1743691023339,2025-04-20T06:48:55.769892
1159810604,5,CI,69,0,Cerro Navia,Vicuña Rozas,NONE,-70.721805,-33.433864,1742885394318,2025-04-20T06:48:55.769892
573669950,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748637,-33.473295,1743691023681,2025-04-20T06:48:55.769892
775403814,5,CI,129,0,Pudahuel,Puerto Madero,NONE,-70.781418,-33.450795,1744904623334,2025-04-20T06:48:55.769892
198554048,5,CI,167,0,Cerro Navia,Vicuña Rozas,NONE,-70.725365,-33.433054,1743647653312,2025-04-20T06:48:55.769892
573568570,5,CI,31,0,Maipú,Longitudinal,NONE,-70.748721,-33.473796,1743691023215,2025-04-20T06:48:55.769892
620629990,5,CI,99,0,Maipú,Longitudinal,NONE,-70.748952,-33.47558,1744948959362,2025-04-20T06:48:55.769892
1158489364,5,CI,439,3.2111111111111112,Quinta Normal,Av. Carrascal,NONE,-70.719897,-33.413072,1745131673728,2025-04-20T06:48:55.769892
114964934,5,CI,53,0,Cerro Navia,Vicuña Rozas,NONE,-70.722512,-33.43366,1743491997900,2025-04-20T06:48:55.769892
52582146,5,CI,153,0,Cerro Navia,Vicuña Rozas,NONE,-70.725365,-33.433054,1743584671194,2025-04-20T06:48:55.769892
1205079286,5,CI,58,0,Cerro Navia,Vicuña Rozas,NONE,-70.728094,-33.432519,1744166300113,2025-04-20T06:48:55.769892
573560586,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748545,-33.472782,1743691023676,2025-04-20T06:48:55.769892
775455248,5,CI,149,0,Pudahuel,Puerto Madero,NONE,-70.783012,-33.450674,1744904622452,2025-04-20T06:48:55.769892
774944026,5,CI,101,0,Pudahuel,Puerto Madero,NONE,-70.777215,-33.44786,1744904541564,2025-04-20T06:48:55.769892
620594902,5,CI,49,0,Maipú,Av. Hugo Bravo,NONE,-70.748857,-33.474694,1744948958297,2025-04-20T06:48:55.769892
620616918,5,CI,39,0,Maipú,Longitudinal,NONE,-70.749505,-33.479202,1744949034505,2025-04-20T06:48:55.769892
573638942,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748215,-33.470943,1743691023334,2025-04-20T06:48:55.769892
229320600,5,CI,78,0,Cerro Navia,Vicuña Rozas,NONE,-70.721805,-33.433864,1744799214806,2025-04-20T06:48:55.769892
123850066,5,CI,78,0,Cerro Navia,Vicuña Rozas,NONE,-70.72102,-33.434109,1744589456257,2025-04-20T06:48:55.769892
1159657512,5,CI,55,0,Renca,Vicuña Mackenna,NONE,-70.74555,-33.405715,1742885329271,2025-04-20T06:48:55.769892
775455246,5,CI,96,0,Pudahuel,Puerto Madero,NONE,-70.783012,-33.450674,1744904622452,2025-04-20T06:48:55.769892
87717894,5,CI,66,0,Maipú,Av. Hugo Bravo,NONE,-70.756898,-33.474138,1743596952571,2025-04-20T06:48:55.769892
573580656,5,CI,31,0,Maipú,Longitudinal,NONE,-70.748767,-33.474075,1743691023604,2025-04-20T06:48:55.769892
1640814734,5,CI,119,0,Pudahuel,Av. San Pablo,NONE,-70.788678,-33.443053,1743231466820,2025-04-20T06:48:55.769892
573580668,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748767,-33.474075,1743691023688,2025-04-20T06:48:55.769892
140856638,5,CI,131,0,Santiago,Salvador Sanfuentes,NONE,-70.675228,-33.451757,1744745456871,2025-04-20T06:48:55.769892
573568626,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748401,-33.472017,1743691023637,2025-04-20T06:48:55.769892
256456470,5,CI,153,0,Cerro Navia,Vicuña Rozas,NONE,-70.726965,-33.432738,1739932710122,2025-04-20T06:48:55.769892
620606626,5,CI,99,0,Maipú,Longitudinal,NONE,-70.748857,-33.474694,1744948958816,2025-04-20T06:48:55.769892
1158056294,5,CI,181,1.3972222222222221,Quinta Normal,Lorenzo Eiting,NONE,-70.717659,-33.428189,1745131021693,2025-04-20T06:48:55.769892
573580624,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748302,-33.471446,1743691023428,2025-04-20T06:48:55.769892
1316622360,5,CI,427,0,Pudahuel,Av. San Pablo,NONE,-70.788678,-33.443053,1744098950920,2025-04-20T06:48:55.769892
573662290,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748344,-33.471714,1743691025538,2025-04-20T06:48:55.769892
573662292,5,CI,34,0,Maipú,Longitudinal,NONE,-70.748344,-33.471714,1743691025540,2025-04-20T06:48:55.769892
1160021326,5,CI,53,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.789626,-33.441051,1742885459215,2025-04-20T06:48:55.769892
1812367980,5,CI,148,0,Pudahuel,Av. San Pablo,NONE,-70.782577,-33.443804,1744442647688,2025-04-20T06:48:55.769892
1158316388,5,CI,183,0.9027777777777778,Quinta Normal,Janequeo,NONE,-70.717877,-33.42909,1745131457553,2025-04-20T06:48:55.769892
573669952,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748596,-33.473052,1743691023686,2025-04-20T06:48:55.769892
16089990,5,CI,65,0,Pudahuel,Salida Depósito Express Pudahuel,NONE,-70.790242,-33.443219,1743567282221,2025-04-20T06:48:55.769892
573669956,5,CI,27,0,Maipú,Longitudinal,NONE,-70.748596,-33.473052,1743691023686,2025-04-20T06:48:55.769892
573669958,5,CI,27,0,Maipú,Longitudinal,NONE,-70.748637,-33.473295,1743691023686,2025-04-20T06:48:55.769892
1159434092,5,CI,53,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790036,-33.44138,1742885264123,2025-04-20T06:48:55.769892
1640775094,5,CI,427,0,Pudahuel,Av. San Pablo,NONE,-70.784164,-33.443728,1740597187722,2025-04-20T06:48:55.769892
573638986,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748682,-33.473567,1743691023687,2025-04-20T06:48:55.769892
1159460704,5,CI,182,0,Maipú,Salida > El Rosal,NONE,-70.763336,-33.492762,1742885264031,2025-04-20T06:48:55.769892
775336778,5,CI,96,0,Pudahuel,Puerto Madero,NONE,-70.784036,-33.450615,1744904623047,2025-04-20T06:48:55.769892
620815998,5,CI,126,0,Maipú,Aves del Paraíso,NONE,-70.748344,-33.471714,1744949260701,2025-04-20T06:48:55.769892
775396168,5,CI,129,0,Pudahuel,Puerto Madero,NONE,-70.780039,-33.450907,1744904622846,2025-04-20T06:48:55.769892
87675718,5,CI,128,0,Maipú,Av. Hugo Bravo,NONE,-70.756898,-33.474138,1743596953040,2025-04-20T06:48:55.769892
1641266002,5,CI,92,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.789916,-33.442797,1741987226230,2025-04-20T06:48:55.769892
774072992,5,CI,162,0,Pudahuel,Salida a Vespucio Norte Express > La Florida / 5 Sur / Maipú,NONE,-70.777797,-33.447429,1744904380950,2025-04-20T06:48:55.769892
573623476,5,CI,26,0,Maipú,Longitudinal,NONE,-70.748682,-33.473567,1743691023604,2025-04-20T06:48:55.769892
1640844874,5,CI,148,0,Pudahuel,Av. San Pablo,NONE,-70.784164,-33.443728,1740597189290,2025-04-20T06:48:55.769892
620618348,5,CI,155,0,Maipú,Av. Hugo Bravo,NONE,-70.748857,-33.474694,1744948959035,2025-04-20T06:48:55.769892
573685670,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748545,-33.472782,1743691023611,2025-04-20T06:48:55.769892
114883910,5,CI,10,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790036,-33.44138,1743491997739,2025-04-20T06:48:55.769892
573623440,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748263,-33.471201,1743691023199,2025-04-20T06:48:55.769892
1248208838,5,CI,10,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790116,-33.44144,1741798460399,2025-04-20T06:48:55.769892
98425980,5,CI,134,0,Pudahuel,Acceso a Autopista Américo Vespucio > Ruta 68 / Las Condes,NONE,-70.769138,-33.454313,1743487183434,2025-04-20T06:48:55.769892
25328164,5,CI,115,0,Pudahuel,Salida 21 > San Pablo / Claudio Arrau,NONE,-70.773191,-33.451011,1741074373619,2025-04-20T06:48:55.769892
620557650,5,CI,155,0,Maipú,Av. Hugo Bravo,NONE,-70.750514,-33.474552,1744948959395,2025-04-20T06:48:55.769892
573580674,5,CI,30,0,Maipú,Longitudinal,NONE,-70.748812,-33.474342,1743691023694,2025-04-20T06:48:55.769892
1158397886,5,CI,406,2.5944444444444446,Santiago,Chacabuco,NONE,-70.679038,-33.437326,1745131529180,2025-04-20T06:48:55.769892
620703304,5,CI,38,0,Maipú,Av. Hugo Bravo,NONE,-70.747926,-33.474756,1744949109035,2025-04-20T06:48:55.769892
620703302,5,CI,39,0,Maipú,Av. Hugo Bravo,NONE,-70.74751,-33.474791,1744949109029,2025-04-20T06:48:55.769892
87640962,5,CI,128,0,Maipú,Av. Hugo Bravo,NONE,-70.758188,-33.474319,1743596953377,2025-04-20T06:48:55.769892
1158180788,5,CI,1138,2.5194444444444444,Cerro Navia,Av. Costanera Sur,NONE,-70.781021,-33.416356,1745131240122,2025-04-20T06:48:55.769892
1316610756,5,CI,119,0,Pudahuel,Av. San Pablo,NONE,-70.789916,-33.442797,1744098950537,2025-04-20T06:48:55.769892
1158439090,5,CI,178,1.375,Lo Prado,Las Amapolas,NONE,-70.730976,-33.443512,1745131673784,2025-04-20T06:48:55.769892
1205082474,5,CI,68,0,Pudahuel,Depósito Express Pudahuel,NONE,-70.790182,-33.442051,1744166299983,2025-04-20T06:48:55.769892
620837822,5,CI,39,0,Maipú,Longitudinal,NONE,-70.748812,-33.474342,1744949260696,2025-04-20T06:48:55.769892
1158273480,5,CI,278,1.5138888888888888,Cerrillos,14 de Octubre,NONE,-70.723268,-33.500739,1745131312541,2025-04-20T06:48:55.769892
1224250422,5,CI,50,0,Cerro Navia,Vicuña Rozas,NONE,-70.726965,-33.432738,1743043128208,2025-04-20T06:48:55.769892
1205036828,5,CI,41,0,Renca,Olimpo,NONE,-70.744097,-33.406021,1744166299387,2025-04-20T06:48:55.769892
1316576182,5,CI,29,0,Maipú,Longitudinal,NONE,-70.748215,-33.470943,1744098950882,2025-04-20T06:48:55.769892
573704938,5,CI,29,0,Maipú,Longitudinal,NONE,-70.74845,-33.472275,1743691023641,2025-04-20T06:48:55.769892
